datetime,location,cuisine_type,hour,day_of_week,temperature,precipitation,is_holiday,orders
2022-01-02 02:00:00,C,Mexican,2,6,15.998825663537058,0.36843762936722907,0,40
2022-01-02 03:00:00,B,Mexican,3,6,20.848349047504957,0.7683838181769793,0,39
2022-01-02 04:00:00,D,Italian,4,6,20.31247967972292,0.0,0,44
2022-01-02 05:00:00,D,American,5,6,19.088809807312852,3.7482432444727385,0,44
2022-01-02 06:00:00,C,Mexican,6,6,26.41608546165601,0.0,0,69
2022-01-02 07:00:00,D,Italian,7,6,18.788880465486166,0.0,0,47
2022-01-02 08:00:00,D,American,8,6,20.734633230501448,0.0,0,46
2022-01-02 09:00:00,A,Mexican,9,6,19.58921687731199,2.206107823671625,0,45
2022-01-02 10:00:00,C,American,10,6,26.061487667041472,1.500406445954879,0,62
2022-01-02 11:00:00,E,Indian,11,6,14.203131629676918,5.730184167850175,0,67
2022-01-02 12:00:00,C,Indian,12,6,19.242403665645146,0.03423013051051104,0,29
2022-01-02 13:00:00,E,American,13,6,22.014900025840543,0.0,0,34
2022-01-02 14:00:00,A,Mexican,14,6,19.504968878074674,0.0,0,32
2022-01-02 15:00:00,B,Italian,15,6,16.25913570701703,0.0,0,31
2022-01-02 16:00:00,D,Chinese,16,6,20.701924663275534,2.5883157779675656,0,32
2022-01-02 17:00:00,A,Italian,17,6,15.308162943162184,0.16943593385141154,0,28
2022-01-02 18:00:00,D,Chinese,18,6,22.182838083333625,1.1994540422800084,0,26
2022-01-02 19:00:00,B,Chinese,19,6,18.932344804778253,0.0,0,25
2022-01-02 20:00:00,B,Mexican,20,6,18.427717686665016,0.6205565852089355,0,34
2022-01-02 21:00:00,A,American,21,6,23.31060205722848,0.1534304048924386,0,28
2022-01-02 22:00:00,B,Italian,22,6,17.162460958253043,6.294115686172623,0,67
2022-01-02 23:00:00,E,American,23,6,15.544733892908088,4.902704584804657,0,30
2022-01-03 00:00:00,B,Indian,0,0,17.5267366339739,0.0,0,19
2022-01-03 01:00:00,D,Mexican,1,0,26.39918637259177,7.679626402100136,0,79
2022-01-03 02:00:00,D,Mexican,2,0,17.24712165486003,0.4083934979384364,0,16
2022-01-03 03:00:00,D,Indian,3,0,21.354754510399864,0.0,0,26
2022-01-03 04:00:00,D,Italian,4,0,22.788244254015446,0.06962721675493726,1,82
2022-01-03 05:00:00,E,Indian,5,0,17.43893459837623,4.447969082398829,0,28
2022-01-03 06:00:00,C,Italian,6,0,17.44282090668987,2.794814491332109,0,30
2022-01-03 07:00:00,A,Chinese,7,0,20.798660307132117,2.0062174066910985,0,25
2022-01-03 08:00:00,D,Mexican,8,0,20.93415105447405,5.253202911419326,0,57
2022-01-03 09:00:00,B,Italian,9,0,24.301035659678252,0.0,0,24
2022-01-03 10:00:00,D,American,10,0,17.950490129025223,0.2779052711732841,0,27
2022-01-03 11:00:00,B,American,11,0,19.126423865964043,0.0,0,25
2022-01-03 12:00:00,B,Mexican,12,0,28.77337346926371,0.2835509761744258,0,42
2022-01-03 13:00:00,D,Indian,13,0,14.880308704965493,0.0,0,14
2022-01-03 14:00:00,E,Indian,14,0,14.265119971814546,0.0,0,19
2022-01-03 15:00:00,B,Italian,15,0,16.109061475433652,3.1875136584474717,0,9
2022-01-03 16:00:00,B,Indian,16,0,23.563000925203838,0.0,0,13
2022-01-03 17:00:00,D,Mexican,17,0,18.943329605243036,0.0,0,10
2022-01-03 18:00:00,B,Italian,18,0,18.942244219487545,1.351512573664248,0,13
2022-01-03 19:00:00,B,Chinese,19,0,17.362516392445052,0.0,0,11
2022-01-03 20:00:00,D,Indian,20,0,23.01343931598752,0.0,0,9
2022-01-03 21:00:00,D,Indian,21,0,16.155523133518273,0.0,0,9
2022-01-03 22:00:00,A,Italian,22,0,18.51367854328769,0.838169374810112,0,11
2022-01-03 23:00:00,E,American,23,0,17.481257110184362,0.0,0,13
2022-01-04 00:00:00,E,Indian,0,1,12.327397721623623,1.4100177265523561,0,19
2022-01-04 01:00:00,B,Mexican,1,1,18.909499269151784,0.0,0,25
2022-01-04 02:00:00,E,Indian,2,1,20.166678783796122,0.0,0,22
2022-01-04 03:00:00,B,Chinese,3,1,18.017650568091923,0.0,0,24
2022-01-04 04:00:00,A,Indian,4,1,19.53939104060801,1.3508000439902332,0,29
2022-01-04 05:00:00,D,American,5,1,19.61633779968511,5.976965375714176,0,64
2022-01-04 06:00:00,D,Indian,6,1,19.945139088334788,0.0,1,82
2022-01-04 07:00:00,D,Italian,7,1,17.182070630276993,0.0,0,29
2022-01-04 08:00:00,E,Indian,8,1,17.009747409670247,0.0,0,25
2022-01-04 09:00:00,A,American,9,1,20.485055619375515,0.4666614773988527,0,27
2022-01-04 10:00:00,E,Italian,10,1,15.915953202817576,0.0,0,27
2022-01-04 11:00:00,E,Mexican,11,1,19.701841022944716,0.0,0,24
2022-01-04 12:00:00,A,Italian,12,1,25.250687987078948,2.768620814371224,0,45
2022-01-04 13:00:00,A,Chinese,13,1,20.227745656135088,0.0,0,20
2022-01-04 14:00:00,A,Italian,14,1,14.864515903217626,0.0,0,19
2022-01-04 15:00:00,A,Mexican,15,1,20.883670760631897,0.0,0,15
2022-01-04 16:00:00,D,Indian,16,1,22.79968721491985,0.0,0,5
2022-01-04 17:00:00,C,Italian,17,1,17.95826492268437,0.0,0,13
2022-01-04 18:00:00,C,Italian,18,1,19.44735628235892,0.0,0,9
2022-01-04 19:00:00,A,Italian,19,1,17.711149778969933,5.045901461916581,0,40
2022-01-04 20:00:00,C,Italian,20,1,18.95767114648267,0.0,0,10
2022-01-04 21:00:00,C,Mexican,21,1,18.347577166142393,0.0,0,11
2022-01-04 22:00:00,A,American,22,1,21.651221672151934,1.7303249725038672,0,8
2022-01-04 23:00:00,C,American,23,1,25.31900319805382,0.10225535323265365,0,43
2022-01-05 00:00:00,E,Italian,0,2,20.6018686803755,0.0,0,16
2022-01-05 01:00:00,B,Mexican,1,2,15.804994595150056,0.0,0,24
2022-01-05 02:00:00,B,Mexican,2,2,28.0185222366578,0.0,0,49
2022-01-05 03:00:00,A,Italian,3,2,22.17891816527852,0.6988457960247191,0,30
2022-01-05 04:00:00,D,Chinese,4,2,22.789633647236993,5.430712522596014,0,64
2022-01-05 05:00:00,A,Italian,5,2,20.239043878987058,0.0,0,29
2022-01-05 06:00:00,D,Chinese,6,2,21.128409854073464,0.0,0,28
2022-01-05 07:00:00,B,Italian,7,2,19.40474472339819,0.7608468316788204,0,27
2022-01-05 08:00:00,A,Chinese,8,2,23.14131005675325,0.0,0,30
2022-01-05 09:00:00,E,Chinese,9,2,18.998012345000515,2.044888499164261,0,25
2022-01-05 10:00:00,C,Italian,10,2,21.89834559171637,2.7109718756554946,0,25
2022-01-05 11:00:00,D,Chinese,11,2,23.338433479416487,0.0,0,20
2022-01-05 12:00:00,C,Indian,12,2,24.168026987376084,0.0,0,20
2022-01-05 13:00:00,C,American,13,2,23.52605042095264,0.0,0,22
2022-01-05 14:00:00,A,Mexican,14,2,17.359425995566003,0.0,1,63
2022-01-05 15:00:00,C,Chinese,15,2,25.148460879953902,2.3491163416918863,0,38
2022-01-05 16:00:00,E,Chinese,16,2,22.42299920356661,0.0,0,13
2022-01-05 17:00:00,C,Mexican,17,2,21.347002180879326,0.0,0,14
2022-01-05 18:00:00,A,Chinese,18,2,21.69285260384175,0.6276824374458745,0,13
2022-01-05 19:00:00,E,Mexican,19,2,19.955052646515142,1.205983453300316,0,12
2022-01-05 20:00:00,B,Italian,20,2,19.030356739590996,0.0,0,12
2022-01-05 21:00:00,C,Indian,21,2,19.324706693577,0.0,0,21
2022-01-05 22:00:00,A,Indian,22,2,24.294604195664448,0.0,0,17
2022-01-05 23:00:00,B,American,23,2,20.673377872994998,1.9414599265037369,0,18
2022-01-06 00:00:00,B,Chinese,0,3,21.361350327618563,0.0,0,23
2022-01-06 01:00:00,D,American,1,3,20.696622600014123,0.0,0,24
2022-01-06 02:00:00,E,Italian,2,3,18.512421881057655,0.080315142559309,0,32
2022-01-06 03:00:00,C,Indian,3,3,14.075733875732077,0.0,0,25
2022-01-06 04:00:00,A,Italian,4,3,22.82235701484048,0.0,0,28
2022-01-06 05:00:00,D,Italian,5,3,22.504529622674248,2.21733199557871,0,25
2022-01-06 06:00:00,E,Chinese,6,3,20.481829011537688,0.0,0,29
2022-01-06 07:00:00,D,Italian,7,3,17.245483544841356,0.0,0,26
2022-01-06 08:00:00,E,Indian,8,3,25.978653313252835,0.0,0,54
2022-01-06 09:00:00,E,American,9,3,19.492740958727182,2.654593557900971,1,75
2022-01-06 10:00:00,C,Indian,10,3,21.260951177040333,0.13229638398825863,0,27
2022-01-06 11:00:00,E,Chinese,11,3,18.406751682448434,1.0173396535770458,0,21
2022-01-06 12:00:00,D,Indian,12,3,16.467040763251948,0.0,0,22
2022-01-06 13:00:00,E,Mexican,13,3,22.285095553640755,0.0,0,17
2022-01-06 14:00:00,C,American,14,3,16.013770980757446,1.690199808992756,0,18
2022-01-06 15:00:00,C,Mexican,15,3,21.20331195633121,4.221817992597072,0,12
2022-01-06 16:00:00,D,Mexican,16,3,21.212026322021035,0.6651851967039234,0,10
2022-01-06 17:00:00,B,Chinese,17,3,17.15690705827384,1.9532211415953133,0,5
2022-01-06 18:00:00,B,Italian,18,3,16.626945615011625,0.35981356305150414,0,6
2022-01-06 19:00:00,E,Mexican,19,3,18.204889560061225,0.0,0,12
2022-01-06 20:00:00,A,Indian,20,3,18.633515114219133,0.0,0,7
2022-01-06 21:00:00,E,Italian,21,3,15.926993237746046,2.7538045351358873,1,66
2022-01-06 22:00:00,D,Indian,22,3,17.14077305281787,0.0,0,13
2022-01-06 23:00:00,D,Indian,23,3,20.743911989159997,0.0,0,17
2022-01-07 00:00:00,D,Italian,0,4,26.571002733015753,0.9551209331674233,0,46
2022-01-07 01:00:00,D,Italian,1,4,23.625076856414772,0.0,0,26
2022-01-07 02:00:00,D,Indian,2,4,21.083692064468185,0.0,0,20
2022-01-07 03:00:00,C,Chinese,3,4,23.987158375642284,0.3265274165820057,0,23
2022-01-07 04:00:00,B,American,4,4,24.068523105755936,0.0,0,28
2022-01-07 05:00:00,D,American,5,4,19.687192945453784,0.0,0,33
2022-01-07 06:00:00,A,Chinese,6,4,21.375820290441087,0.0,0,30
2022-01-07 07:00:00,A,Italian,7,4,23.535826460807375,2.3499074525755814,0,33
2022-01-07 08:00:00,A,Indian,8,4,23.94555036530175,0.0,0,24
2022-01-07 09:00:00,A,American,9,4,23.974350605495616,6.68161294942145,0,55
2022-01-07 10:00:00,C,Indian,10,4,17.521100562345598,0.0,0,25
2022-01-07 11:00:00,A,Chinese,11,4,24.127287493439653,0.0,0,19
2022-01-07 12:00:00,D,Indian,12,4,26.176363502262813,0.6729360735898037,0,41
2022-01-07 13:00:00,E,Chinese,13,4,25.08241602323477,0.0,0,40
2022-01-07 14:00:00,A,Italian,14,4,17.34556662425206,0.0,0,14
2022-01-07 15:00:00,C,Chinese,15,4,16.59120385456717,2.046934489915851,0,9
2022-01-07 16:00:00,C,Chinese,16,4,21.997809821738706,0.0,0,15
2022-01-07 17:00:00,A,American,17,4,25.02663468430716,0.5073515617082178,0,36
2022-01-07 18:00:00,E,Indian,18,4,21.280636727208552,0.0,0,11
2022-01-07 19:00:00,A,American,19,4,19.897199277191913,0.45946793709392986,0,11
2022-01-07 20:00:00,C,Mexican,20,4,20.331565773884385,2.168261413659805,0,16
2022-01-07 21:00:00,B,Chinese,21,4,23.66360937348268,0.0,0,19
2022-01-07 22:00:00,D,Mexican,22,4,19.637310034520176,0.0,0,14
2022-01-07 23:00:00,C,American,23,4,22.04499674385781,0.0,0,19
2022-01-08 00:00:00,A,Indian,0,5,20.296934964079366,0.6639811123098599,0,34
2022-01-08 01:00:00,D,American,1,5,18.023010311011834,0.19499364345437273,0,40
2022-01-08 02:00:00,A,Indian,2,5,17.787950920981125,0.0,0,44
2022-01-08 03:00:00,A,Indian,3,5,22.26395221059309,0.0,0,42
2022-01-08 04:00:00,B,Italian,4,5,12.57181337053792,0.0,0,46
2022-01-08 05:00:00,D,Chinese,5,5,22.12581246950737,0.516682317470247,0,44
2022-01-08 06:00:00,D,American,6,5,20.176164394910625,0.018131045452419798,0,48
2022-01-08 07:00:00,B,Indian,7,5,23.52627365777183,0.0,0,42
2022-01-08 08:00:00,C,American,8,5,22.49241686208363,3.520733075295238,0,40
2022-01-08 09:00:00,A,American,9,5,20.821887045425147,0.0,0,44
2022-01-08 10:00:00,E,Indian,10,5,17.485930443245365,5.84087304367441,0,73
2022-01-08 11:00:00,A,Mexican,11,5,17.648317181270286,0.0,0,39
2022-01-08 12:00:00,A,Chinese,12,5,18.753129109459746,2.784323365495598,0,38
2022-01-08 13:00:00,C,Chinese,13,5,23.293807005687245,2.278590459924303,0,30
2022-01-08 14:00:00,A,Italian,14,5,25.994139637488328,2.828143876673454,0,55
2022-01-08 15:00:00,B,Italian,15,5,21.677697759677223,0.37492291448506526,0,23
2022-01-08 16:00:00,B,Italian,16,5,18.920367451900542,0.0,0,23
2022-01-08 17:00:00,D,Chinese,17,5,19.232951846975908,3.785940884164654,0,30
2022-01-08 18:00:00,E,Mexican,18,5,19.3709980682917,0.03947213032189465,0,24
2022-01-08 19:00:00,A,Chinese,19,5,23.80836781134699,0.0,0,31
2022-01-08 20:00:00,A,Chinese,20,5,19.31226636465963,0.0,0,27
2022-01-08 21:00:00,C,Chinese,21,5,20.556963788192903,0.6983397741523306,0,27
2022-01-08 22:00:00,B,Chinese,22,5,24.72241991412332,0.0,0,29
2022-01-08 23:00:00,E,Mexican,23,5,18.985591193668185,0.0,0,35
2022-01-09 00:00:00,D,Italian,0,6,22.445046508424745,0.6963341097521055,0,35
2022-01-09 01:00:00,B,American,1,6,23.475229650675494,0.0,0,38
2022-01-09 02:00:00,D,Italian,2,6,20.964190718433592,4.72522615713608,0,41
2022-01-09 03:00:00,C,Italian,3,6,26.63621819470815,0.0,0,63
2022-01-09 04:00:00,C,American,4,6,25.770224451831396,0.0,0,69
2022-01-09 05:00:00,A,Chinese,5,6,21.563156041335255,0.895556531817357,0,44
2022-01-09 06:00:00,E,Mexican,6,6,18.36241421696592,2.7001992346465227,0,46
2022-01-09 07:00:00,D,Mexican,7,6,18.504188956218563,3.1299816991184186,0,48
2022-01-09 08:00:00,B,Italian,8,6,21.411788364877566,0.38822843236387583,0,43
2022-01-09 09:00:00,C,American,9,6,17.503773145194263,0.0,0,43
2022-01-09 10:00:00,A,Indian,10,6,21.580690680582443,3.076765767883869,0,36
2022-01-09 11:00:00,A,Chinese,11,6,25.838151423175322,3.8872276950238085,0,68
2022-01-09 12:00:00,D,Italian,12,6,20.96132509867917,0.31063994261203143,0,40
2022-01-09 13:00:00,C,Mexican,13,6,20.717021476153764,0.3094917356642337,0,31
2022-01-09 14:00:00,E,American,14,6,23.33344399086524,0.7287485708199425,0,30
2022-01-09 15:00:00,C,American,15,6,22.348371470764604,0.0,0,21
2022-01-09 16:00:00,D,Italian,16,6,17.3289324297883,0.1909685089915857,0,28
2022-01-09 17:00:00,D,Indian,17,6,19.408162268091797,0.30911822266128774,0,23
2022-01-09 18:00:00,C,Mexican,18,6,26.455727762890216,0.0,0,45
2022-01-09 19:00:00,D,Italian,19,6,21.750200357164033,0.061393299469961186,0,26
2022-01-09 20:00:00,C,Indian,20,6,17.75456487081932,0.17382955902394304,0,24
2022-01-09 21:00:00,B,American,21,6,20.198327440898467,0.0,0,25
2022-01-09 22:00:00,C,Chinese,22,6,15.426102992675663,0.1747283657217198,0,32
2022-01-09 23:00:00,C,Mexican,23,6,15.201298688866894,0.0,0,37
2022-01-10 00:00:00,D,Mexican,0,0,23.806461693489315,2.057649342821873,0,21
2022-01-10 01:00:00,D,Indian,1,0,20.846232979086246,0.0,0,26
2022-01-10 02:00:00,A,Italian,2,0,22.416278638966034,0.0,0,24
2022-01-10 03:00:00,A,American,3,0,24.333302722126987,0.0,0,29
2022-01-10 04:00:00,B,Indian,4,0,21.87806956063038,0.0,0,29
2022-01-10 05:00:00,A,Chinese,5,0,23.058954172706766,0.0,0,31
2022-01-10 06:00:00,C,Chinese,6,0,21.63157529978466,2.216832676193885,0,27
2022-01-10 07:00:00,D,Chinese,7,0,24.718842244865858,0.0,0,22
2022-01-10 08:00:00,A,Indian,8,0,26.179990005580073,2.024747312730017,0,58
2022-01-10 09:00:00,A,American,9,0,21.458360055928736,1.5451988851325582,0,26
2022-01-10 10:00:00,B,Mexican,10,0,21.33255588319342,1.867031685689397,1,69
2022-01-10 11:00:00,B,Italian,11,0,21.820128022564408,0.0,0,22
2022-01-10 12:00:00,C,Mexican,12,0,20.543072003178477,0.0,0,21
2022-01-10 13:00:00,D,American,13,0,19.658806550345396,0.7169611490053891,0,17
2022-01-10 14:00:00,B,Mexican,14,0,24.00465627021668,2.665441877037069,0,16
2022-01-10 15:00:00,A,Indian,15,0,19.662858902375437,0.0,0,13
2022-01-10 16:00:00,D,Chinese,16,0,19.48983365469216,0.0,0,10
2022-01-10 17:00:00,D,American,17,0,23.554758749946327,0.0,0,11
2022-01-10 18:00:00,A,American,18,0,23.78497675892659,0.0,0,9
2022-01-10 19:00:00,B,Mexican,19,0,27.860062595065237,0.0,0,36
2022-01-10 20:00:00,A,Indian,20,0,24.518639540201725,1.4536594397129168,0,12
2022-01-10 21:00:00,D,Mexican,21,0,23.340730789866882,0.17090955475804728,0,15
2022-01-10 22:00:00,E,Mexican,22,0,23.773680673583634,0.953273402058954,0,13
2022-01-10 23:00:00,E,American,23,0,20.415997169303512,0.0,0,19
2022-01-11 00:00:00,C,Mexican,0,1,22.63201260886717,2.096437806852243,0,21
2022-01-11 01:00:00,A,Chinese,1,1,22.774293295673303,0.0,0,26
2022-01-11 02:00:00,A,Mexican,2,1,19.319151418553183,0.0,0,26
2022-01-11 03:00:00,C,Chinese,3,1,20.798534289342236,2.495759863266834,0,30
2022-01-11 04:00:00,C,American,4,1,23.802544717268407,1.1841398261373688,0,22
2022-01-11 05:00:00,C,Indian,5,1,20.88983965962929,0.6669774684772323,0,26
2022-01-11 06:00:00,D,Chinese,6,1,22.780082149071266,1.4821624311094168,0,33
2022-01-11 07:00:00,A,Indian,7,1,23.635759945987896,0.0,0,31
2022-01-11 08:00:00,D,Indian,8,1,23.495797695646615,0.0,0,25
2022-01-11 09:00:00,C,Chinese,9,1,26.137318403217936,2.8281106809389165,0,53
2022-01-11 10:00:00,A,American,10,1,19.20152299179278,3.1942693070967256,0,28
2022-01-11 11:00:00,D,Italian,11,1,25.872923317631297,0.0,0,44
2022-01-11 12:00:00,D,Indian,12,1,22.368196356480368,0.0,0,21
2022-01-11 13:00:00,C,Indian,13,1,23.44751164359729,0.37152321736926824,0,24
2022-01-11 14:00:00,A,American,14,1,23.03622265763789,3.670310565203789,0,13
2022-01-11 15:00:00,C,American,15,1,22.88442855365259,0.0,0,10
2022-01-11 16:00:00,A,Mexican,16,1,19.0332544442585,2.7571826298289857,0,4
2022-01-11 17:00:00,E,American,17,1,23.33722447565325,3.401468488515043,0,9
2022-01-11 18:00:00,B,Indian,18,1,16.628873243068576,0.0,0,13
2022-01-11 19:00:00,B,Chinese,19,1,27.231165667484785,0.0,0,34
2022-01-11 20:00:00,B,Italian,20,1,22.090826148005757,5.561781428066246,0,49
2022-01-11 21:00:00,C,Mexican,21,1,24.425279498096437,0.0,0,23
2022-01-11 22:00:00,E,Chinese,22,1,22.990819573063515,1.714847233354198,0,20
2022-01-11 23:00:00,A,Italian,23,1,21.05512252507102,2.3940546407760843,0,15
2022-01-12 00:00:00,D,Italian,0,2,19.40876827965974,0.0,0,21
2022-01-12 01:00:00,A,Italian,1,2,18.840005272438685,0.9902817920742032,0,21
2022-01-12 02:00:00,D,Chinese,2,2,23.36911651760778,4.260916550248172,0,23
2022-01-12 03:00:00,A,Mexican,3,2,23.21199331962074,0.0,0,28
2022-01-12 04:00:00,E,Mexican,4,2,22.706362426093232,1.0702388448855347,0,26
2022-01-12 05:00:00,D,Italian,5,2,20.677718374935527,1.039221504408105,0,24
2022-01-12 06:00:00,C,Chinese,6,2,22.270724719791062,0.8802426462954607,0,26
2022-01-12 07:00:00,A,Italian,7,2,19.76245677945219,0.0,0,30
2022-01-12 08:00:00,A,American,8,2,18.988548942358474,11.14448215400746,0,64
2022-01-12 09:00:00,D,Mexican,9,2,20.199042677548558,0.0,0,30
2022-01-12 10:00:00,C,Indian,10,2,20.33102599270721,0.0,0,25
2022-01-12 11:00:00,C,Italian,11,2,25.423624868021783,0.0,1,100
2022-01-12 12:00:00,E,American,12,2,16.93592683076291,1.756538011358557,0,20
2022-01-12 13:00:00,C,Mexican,13,2,20.931924247514132,0.0,0,21
2022-01-12 14:00:00,C,Chinese,14,2,22.928056122700657,0.0,0,17
2022-01-12 15:00:00,C,Mexican,15,2,26.98762049797749,0.0,0,31
2022-01-12 16:00:00,B,Chinese,16,2,19.208714296238714,0.8372835133610114,0,9
2022-01-12 17:00:00,E,Chinese,17,2,17.683263852735628,0.0,0,12
2022-01-12 18:00:00,A,Italian,18,2,23.20001294858962,6.407862724678445,0,42
2022-01-12 19:00:00,D,Italian,19,2,21.525591005892238,0.0,0,9
2022-01-12 20:00:00,A,Mexican,20,2,20.368622725074513,2.3314777820621377,0,5
2022-01-12 21:00:00,E,American,21,2,22.34390065586874,7.091212845200005,0,44
2022-01-12 22:00:00,D,Mexican,22,2,23.61654959565434,0.0,0,10
2022-01-12 23:00:00,E,Indian,23,2,23.242136883390646,0.0,0,15
2022-01-13 00:00:00,C,Chinese,0,3,22.021770063878822,0.0,0,24
2022-01-13 01:00:00,D,Chinese,1,3,25.06700648806953,0.8939236844295445,0,46
2022-01-13 02:00:00,C,Italian,2,3,21.708775777009777,0.0,0,23
2022-01-13 03:00:00,A,American,3,3,21.24595272612889,0.06866754968088294,0,27
2022-01-13 04:00:00,A,Italian,4,3,23.25826517749633,0.0,0,31
2022-01-13 05:00:00,D,Indian,5,3,17.33500120238515,0.0,0,29
2022-01-13 06:00:00,D,Mexican,6,3,22.963855940152293,0.29860367428388285,0,34
2022-01-13 07:00:00,E,Mexican,7,3,20.206933275893267,0.0,0,27
2022-01-13 08:00:00,E,American,8,3,17.1266338984029,3.241648563702676,0,26
2022-01-13 09:00:00,C,Italian,9,3,22.392143511101793,0.4490667029160216,0,29
2022-01-13 10:00:00,D,Italian,10,3,19.741772549335572,0.0,0,23
2022-01-13 11:00:00,A,Indian,11,3,16.273137205327096,2.761867064430501,0,24
2022-01-13 12:00:00,E,Mexican,12,3,18.503170223968702,0.0,0,27
2022-01-13 13:00:00,E,Italian,13,3,26.185544022828083,5.159400933813349,0,69
2022-01-13 14:00:00,A,American,14,3,19.44650366459412,0.0,0,16
2022-01-13 15:00:00,E,Mexican,15,3,22.08549522643254,0.5785085133288271,0,16
2022-01-13 16:00:00,C,Indian,16,3,17.86420436828555,0.0,0,9
2022-01-13 17:00:00,D,American,17,3,27.419375862972252,2.2123078757877304,0,35
2022-01-13 18:00:00,A,Chinese,18,3,21.324600496634407,0.6740248697811784,0,3
2022-01-13 19:00:00,D,Indian,19,3,19.064428727913402,0.0,0,10
2022-01-13 20:00:00,E,American,20,3,23.771873030852028,0.0,0,8
2022-01-13 21:00:00,E,Italian,21,3,27.267188247366988,1.8637918476260031,0,35
2022-01-13 22:00:00,A,Chinese,22,3,19.891812019017003,0.0,0,14
2022-01-13 23:00:00,C,Indian,23,3,19.00445578068551,0.6248122580986762,0,16
2022-01-14 00:00:00,B,Italian,0,4,28.08756246515408,7.725083835196664,0,71
2022-01-14 01:00:00,A,Chinese,1,4,20.834046317714684,3.902388774014252,0,27
2022-01-14 02:00:00,B,Mexican,2,4,20.492273237644433,2.738806466682131,0,26
2022-01-14 03:00:00,B,Italian,3,4,14.768939997776606,0.0,0,28
2022-01-14 04:00:00,C,American,4,4,21.101089216566148,1.7850769921141527,0,27
2022-01-14 05:00:00,B,Indian,5,4,17.134242935356152,0.0,0,30
2022-01-14 06:00:00,B,Chinese,6,4,19.521801097549,0.0,0,24
2022-01-14 07:00:00,C,Italian,7,4,15.159175547521166,0.0,0,26
2022-01-14 08:00:00,B,Mexican,8,4,24.907525935105713,4.9503823946193934,0,33
2022-01-14 09:00:00,B,Indian,9,4,16.802248191366488,0.0,0,29
2022-01-14 10:00:00,B,Indian,10,4,15.379828521146667,4.5363902887035845,0,24
2022-01-14 11:00:00,A,Italian,11,4,18.47742886244054,0.0,0,24
2022-01-14 12:00:00,A,Mexican,12,4,24.94408984820143,0.0,0,15
2022-01-14 13:00:00,A,Chinese,13,4,19.86710115039089,0.2418082080225516,0,16
2022-01-14 14:00:00,C,Italian,14,4,20.26830400412681,0.0,0,15
2022-01-14 15:00:00,E,Chinese,15,4,22.637427030281415,0.0,0,15
2022-01-14 16:00:00,B,Indian,16,4,20.747105964146417,0.5914511178621994,0,9
2022-01-14 17:00:00,B,Chinese,17,4,24.91595691261803,0.0,0,11
2022-01-14 18:00:00,C,Mexican,18,4,20.483189946101707,0.0,0,9
2022-01-14 19:00:00,B,American,19,4,20.532335714298412,0.0,0,12
2022-01-14 20:00:00,A,Mexican,20,4,27.994660300486224,1.3745522715292386,0,37
2022-01-14 21:00:00,E,Chinese,21,4,21.36757664660539,1.3880368200065576,0,13
2022-01-14 22:00:00,D,Italian,22,4,21.893792374292968,0.0,0,16
2022-01-14 23:00:00,B,Indian,23,4,20.57080326631583,0.0,0,16
2022-01-15 00:00:00,A,American,0,5,14.002778330664519,0.0,0,34
